sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
121339407,1581480,2009000007792,"010010206001",32,1,1,1,0,,500146126
121339408,1581480,2009000007792,"010010206001",30,2,1,2,1,,500143340
121339409,1581480,2009000007792,"010010206001",10,2,1,3,2,450087281,
121339410,1581480,2009000007792,"010010206001",8,1,1,4,2,450087279,
121339416,1588101,2009000007792,"010010208024",4,2,1,5,2,450065180,
121339417,1588101,2009000007792,"010010208024",32,1,1,1,0,,500139589
121339422,1575395,2009000007792,"010010204001",32,1,1,1,0,,500144818
121339428,1580190,2009000007792,"010010205002",30,2,1,2,1,,500139392
121339430,1580190,2009000007792,"010010205002",8,1,1,4,2,450079463,
121339431,1575390,2009000007792,"010010204001",4,2,1,5,2,450074705,
121339432,1575390,2009000007792,"010010204001",32,1,1,1,0,,500144637
121339434,1575390,2009000007792,"010010204001",10,2,1,3,2,450087281,
121339456,1574934,2009000007792,"010010203001",4,2,1,5,2,450074705,
121339459,1574934,2009000007792,"010010203001",10,2,1,3,2,450087282,
121339460,1574934,2009000007792,"010010203001",8,1,1,4,2,450087284,
121339461,1587159,2009000007792,"010010208023",4,2,1,5,2,450065180,
121339462,1587159,2009000007792,"010010208023",32,1,1,1,0,,500144215
121339463,1587159,2009000007792,"010010208023",30,2,1,2,1,,500141555
121339464,1587159,2009000007792,"010010208023",10,2,1,3,2,450087282,
121339465,1587159,2009000007792,"010010208023",8,1,1,4,2,450086996,
121339467,1579445,2009000007792,"010010205002",32,1,1,1,0,,500136330
121339468,1579445,2009000007792,"010010205002",30,2,1,2,1,,500136724
121339482,1578859,2009000007792,"010010205002",32,1,1,1,0,,500143420
121339485,1578859,2009000007792,"010010205002",8,1,1,4,2,450079463,
121339501,1583525,2009000007792,"010010207002",4,2,1,5,2,450065180,
121339502,1583525,2009000007792,"010010207002",32,1,1,1,0,,500141254
121339504,1583525,2009000007792,"010010207002",10,2,1,3,2,450079463,
121339505,1583525,2009000007792,"010010207002",8,1,1,4,2,450079463,
121339506,1580308,2009000007792,"010010205002",4,2,1,5,2,450065180,
121339508,1580308,2009000007792,"010010205002",30,2,1,2,1,,500144965
121339510,1580308,2009000007792,"010010205002",8,1,1,4,2,450079463,
121339531,1585302,2009000007792,"010010208021",4,2,1,5,2,450065180,
121339532,1585302,2009000007792,"010010208021",32,1,1,1,0,,500137333
121339533,1585302,2009000007792,"010010208021",30,2,1,2,1,,500145471
121339535,1585302,2009000007792,"010010208021",8,1,1,4,2,450076845,
121339536,1581578,2009000007792,"010010206001",4,2,1,5,2,450056893,
121339537,1581578,2009000007792,"010010206001",32,1,1,1,0,,500133994
121339538,1581578,2009000007792,"010010206001",30,2,1,2,1,,500144848
121339539,1581578,2009000007792,"010010206001",10,2,1,3,2,450087281,
121339552,1582015,2009000007792,"010010206001",32,1,1,1,0,,500143028
121339554,1582015,2009000007792,"010010206001",10,2,1,3,2,450087281,
121339567,1579595,2009000007792,"010010205002",32,1,1,1,0,,500139169
121339569,1579595,2009000007792,"010010205002",10,2,1,3,2,450079463,
121339586,1573020,2009000007792,"010010201002",4,2,1,5,2,450056893,
121339587,1573020,2009000007792,"010010201002",32,1,1,1,0,,500144585
121339588,1573020,2009000007792,"010010201002",30,2,1,2,1,,500145079
121339589,1573020,2009000007792,"010010201002",10,2,1,3,2,450087282,
121339592,1575617,2009000007792,"010010204001",32,1,1,1,0,,500110523
121339595,1575617,2009000007792,"010010204001",8,1,1,4,2,450087284,
121339601,1572863,2009000007792,"010010201001",4,2,1,5,2,450056893,
121339604,1572863,2009000007792,"010010201001",10,2,1,3,2,450087282,
121339605,1572863,2009000007792,"010010201001",8,1,1,4,2,450087284,
121339621,1578730,2009000007792,"010010205002",4,2,1,5,2,450065180,
121339623,1578730,2009000007792,"010010205002",30,2,1,2,1,,500138728
121339624,1578730,2009000007792,"010010205002",10,2,1,3,2,450079463,
121339625,1578730,2009000007792,"010010205002",8,1,1,4,2,450079463,
121339626,1585552,2009000007792,"010010208021",4,2,1,5,2,450065180,
121339628,1585552,2009000007792,"010010208021",30,2,1,2,1,,500145880
121339629,1585552,2009000007792,"010010208021",10,2,1,3,2,450087282,
121339631,1577930,2009000007792,"010010205002",4,2,1,5,2,450065180,
121339632,1577930,2009000007792,"010010205002",32,1,1,1,0,,500135271
121339633,1577930,2009000007792,"010010205002",30,2,1,2,1,,500130273
121339636,1578724,2009000007792,"010010205002",4,2,1,5,2,450065180,
121339637,1578724,2009000007792,"010010205002",32,1,1,1,0,,500147160
121339638,1578724,2009000007792,"010010205002",30,2,1,2,1,,500144360
121339639,1578724,2009000007792,"010010205002",10,2,1,3,2,450079463,
121339640,1578724,2009000007792,"010010205002",8,1,1,4,2,450079463,
121339649,1578550,2009000007792,"010010205002",10,2,1,3,2,450079463,
121339664,1579258,2009000007792,"010010205002",10,2,1,3,2,450079463,
121339665,1579258,2009000007792,"010010205002",8,1,1,4,2,450079463,
121339666,1579340,2009000007792,"010010205002",4,2,1,5,2,450065180,
121339667,1579340,2009000007792,"010010205002",32,1,1,1,0,,500141490
121339668,1579340,2009000007792,"010010205002",30,2,1,2,1,,500112645
121339669,1579340,2009000007792,"010010205002",10,2,1,3,2,450079463,
121339670,1579340,2009000007792,"010010205002",8,1,1,4,2,450079463,
121339691,1591420,2009000007792,"010010210002",4,2,1,5,2,450055288,
121339695,1591420,2009000007792,"010010210002",8,1,1,4,2,450077319,
121339701,1579326,2009000007792,"010010205002",4,2,1,5,2,450065180,
121339702,1579326,2009000007792,"010010205002",32,1,1,1,0,,500144199
121339703,1579326,2009000007792,"010010205002",30,2,1,2,1,,500144319
121339704,1579326,2009000007792,"010010205002",10,2,1,3,2,450079463,
121339705,1579326,2009000007792,"010010205002",8,1,1,4,2,450079463,
121339706,1587423,2009000007792,"010010208023",4,2,1,5,2,450065180,
121339707,1587423,2009000007792,"010010208023",32,1,1,1,0,,500134785
121339709,1587423,2009000007792,"010010208023",10,2,1,3,2,450087282,
121339711,1588400,2009000007792,"010010208024",4,2,1,5,2,450065180,
121339712,1588400,2009000007792,"010010208024",32,1,1,1,0,,500109247
121339721,1578474,2009000007792,"010010205002",4,2,1,5,2,450065180,
121339722,1578474,2009000007792,"010010205002",32,1,1,1,0,,500135914
121339725,1578474,2009000007792,"010010205002",8,1,1,4,2,450079463,
121339941,1586210,2009000008029,"010010208022",58,2,1,2,1,,500143765
121339947,1578955,2009000008029,"010010205002",58,2,1,2,1,,500139169
121339949,1581721,2009000008029,"010010206001",38,1,1,3,2,,500144975
121339957,1573260,2009000008029,"010010201002",60,1,1,1,0,,500110545
121339958,1573260,2009000008029,"010010201002",38,1,1,3,2,,500144339
121339959,1573260,2009000008029,"010010201002",58,2,1,2,1,,500141415
121339964,1574829,2009000008029,"010010203001",38,1,1,3,2,,500139169
121339965,1574829,2009000008029,"010010203001",58,2,1,2,1,,500143311
121341361,1591378,2009000009356,"010010210002",59,2,1,2,1,,
121341369,1584664,2009000009356,"010010208012",59,2,1,2,1,,
121341416,1583273,2009000009490,"010010207002",74,1,1,1,0,,
121341422,1577910,2009000009490,"010010205002",74,1,1,1,0,,
121341426,1578047,2009000009490,"010010205002",74,1,1,1,0,,
121342766,1575083,2009000011802,"010010203002",15,2,1,3,2,450087280,
121342767,1575083,2009000011802,"010010203002",44,1,1,1,0,,500136071
121342768,1575083,2009000011802,"010010203002",43,2,1,2,1,,500139392
121342774,1578651,2009000011802,"010010205002",43,2,1,2,1,,500143582
121342775,1590788,2009000011802,"010010210001",15,2,1,3,2,450077319,
121342776,1590788,2009000011802,"010010210001",44,1,1,1,0,,500146284
121342777,1590788,2009000011802,"010010210001",43,2,1,2,1,,500143765
121342779,1588979,2009000011802,"010010209002",44,1,1,1,0,,500144276
121342780,1588979,2009000011802,"010010209002",43,2,1,2,1,,500143765
121342793,1586118,2009000011802,"010010208022",15,2,1,3,2,450087280,
121342802,1584692,2009000011802,"010010208012",15,2,1,3,2,450087280,
121342803,1584692,2009000011802,"010010208012",44,1,1,1,0,,500139392
121342808,1578307,2009000011802,"010010205002",15,2,1,3,2,450087280,
121342809,1578307,2009000011802,"010010205002",44,1,1,1,0,,500139169
121342813,1592835,2009000011802,"010010211003",43,2,1,2,1,,500144120
121342818,1590793,2009000011802,"010010210001",44,1,1,1,0,,500147875
121342819,1590793,2009000011802,"010010210001",43,2,1,2,1,,500147097
121342827,1576683,2009000011802,"010010204003",44,1,1,1,0,,500144768
121342828,1576683,2009000011802,"010010204003",43,2,1,2,1,,500142336
121342832,1580633,2009000011802,"010010205003",15,2,1,3,2,450087280,
121342834,1580633,2009000011802,"010010205003",43,2,1,2,1,,500145591
121342835,1589350,2009000011802,"010010209002",15,2,1,3,2,450084530,
121342837,1589350,2009000011802,"010010209002",43,2,1,2,1,,500139392
121342842,1589278,2009000011802,"010010209002",44,1,1,1,0,,500144539
121342843,1589278,2009000011802,"010010209002",43,2,1,2,1,,500145743
121342845,1586697,2009000011802,"010010208022",44,1,1,1,0,,500110313
121343759,1576158,2009000012726,"010010204002",56,2,1,3,2,,
121343764,1576850,2009000012726,"010010204003",81,1,1,1,0,,
121343765,1576850,2009000012726,"010010204003",56,2,1,3,2,,
121343771,1581272,2009000012726,"010010206001",56,2,1,3,2,,
121347541,1584047,2009000018484,"010010208012",13,2,1,4,2,450087282,
121347542,1584047,2009000018484,"010010208012",39,1,1,1,0,,500135811
121347557,1578854,2009000018484,"010010205002",39,1,1,1,0,,500143813
121347558,1578854,2009000018484,"010010205002",15,2,1,3,2,450087280,
121347560,1587595,2009000018484,"010010208024",33,2,9,2,1,,500136005
121347616,1586764,2009000018484,"010010208022",13,2,1,4,2,450087282,
121347619,1586764,2009000018484,"010010208022",10,1,1,5,2,450087282,
121347627,1587604,2009000018484,"010010208024",39,1,1,1,0,,500146073
121347629,1587604,2009000018484,"010010208024",10,1,1,5,2,450087282,
121347630,1591576,2009000018484,"010010210002",33,2,9,2,1,,500145537
121347631,1591576,2009000018484,"010010210002",13,2,1,4,2,450076845,
121347633,1591576,2009000018484,"010010210002",15,2,1,3,2,450076845,
121347640,1580918,2009000018484,"010010205003",33,2,9,2,1,,500111418
121347648,1578275,2009000018484,"010010205002",15,2,1,3,2,450087280,
121347650,1586772,2009000018484,"010010208022",33,2,9,2,1,,500135271
121347651,1586772,2009000018484,"010010208022",13,2,1,4,2,450087282,
121347652,1586772,2009000018484,"010010208022",39,1,1,1,0,,500144026
121347654,1586772,2009000018484,"010010208022",10,1,1,5,2,450087282,
121347670,1578908,2009000018484,"010010205002",33,2,9,2,1,,500139028
121347671,1578908,2009000018484,"010010205002",13,2,1,4,2,450079463,
121347672,1578908,2009000018484,"010010205002",39,1,1,1,0,,500143872
121347673,1578908,2009000018484,"010010205002",15,2,1,3,2,450087280,
121347674,1578908,2009000018484,"010010205002",10,1,1,5,2,450079463,
121347676,1586507,2009000018484,"010010208022",13,2,1,4,2,450087282,
121347677,1586507,2009000018484,"010010208022",39,1,1,1,0,,500143859
121347679,1586507,2009000018484,"010010208022",10,1,1,5,2,450087282,
121347681,1589703,2009000018484,"010010209003",13,2,1,4,2,450084529,
121347683,1589703,2009000018484,"010010209003",15,2,1,3,2,450084530,
121347684,1589703,2009000018484,"010010209003",10,1,1,5,2,450084529,
121347695,1590787,2009000018484,"010010210001",33,2,9,2,1,,500145503
121347697,1590787,2009000018484,"010010210001",39,1,1,1,0,,500143427
121347699,1590787,2009000018484,"010010210001",10,1,1,5,2,450077319,
121347710,1588170,2009000018484,"010010208024",33,2,9,2,1,,500143335
121347713,1588170,2009000018484,"010010208024",15,2,1,3,2,450087280,
121347715,1583880,2009000018484,"010010208011",33,2,9,2,1,,500109284
121347716,1583880,2009000018484,"010010208011",13,2,1,4,2,450087281,
121347717,1583880,2009000018484,"010010208011",39,1,1,1,0,,500145880
121347719,1583880,2009000018484,"010010208011",10,1,1,5,2,450087281,
121347731,1575732,2009000018484,"010010204002",13,2,1,4,2,450087281,
121347732,1575732,2009000018484,"010010204002",39,1,1,1,0,,500140841
121347733,1575732,2009000018484,"010010204002",15,2,1,3,2,450087280,
121347745,1588290,2009000018484,"010010208024",33,2,9,2,1,,500144933
121347747,1588290,2009000018484,"010010208024",39,1,1,1,0,,500110097
121347748,1588290,2009000018484,"010010208024",15,2,1,3,2,450087280,
121347749,1588290,2009000018484,"010010208024",10,1,1,5,2,450087282,
121347750,1586534,2009000018484,"010010208022",33,2,9,2,1,,500109802
121347751,1586534,2009000018484,"010010208022",13,2,1,4,2,450087282,
121347752,1586534,2009000018484,"010010208022",39,1,1,1,0,,500026275
121347754,1586534,2009000018484,"010010208022",10,1,1,5,2,450087282,
121347761,1575977,2009000018484,"010010204002",13,2,1,4,2,450087281,
121347764,1575977,2009000018484,"010010204002",10,1,1,5,2,450087281,
121347776,1590124,2009000018484,"010010209004",13,2,1,4,2,450084529,
121347778,1590124,2009000018484,"010010209004",15,2,1,3,2,450084530,
121347779,1590124,2009000018484,"010010209004",10,1,1,5,2,450084529,
121350452,1584447,2009000021992,"010010208012",13,2,1,4,2,450087282,
121350453,1584447,2009000021992,"010010208012",16,2,1,3,2,450087280,
121350455,1584447,2009000021992,"010010208012",40,1,1,1,0,,500143952
121350492,1587745,2009000021992,"010010208024",13,2,1,4,2,450087282,
121350493,1587745,2009000021992,"010010208024",16,2,1,3,2,450087280,
121350494,1587745,2009000021992,"010010208024",41,2,1,2,1,,
121350500,1590639,2009000021992,"010010210001",13,2,1,4,2,450077319,
121350504,1588161,2009000021992,"010010208024",13,2,1,4,2,450087282,
121350505,1588161,2009000021992,"010010208024",16,2,1,3,2,450087280,
121350510,1576698,2009000021992,"010010204003",41,2,1,2,1,,
121350511,1576698,2009000021992,"010010204003",40,1,1,1,0,,500136332
121350735,1577455,2009000022847,"010010205001",52,1,1,1,0,,500109804
121350749,1576190,2009000022847,"010010204002",52,1,1,1,0,,500142299
121350761,1586599,2009000022847,"010010208022",52,1,1,1,0,,500144506
121351630,1584083,2009000023806,"010010208012",19,2,5,1,0,,500145478
121351634,1591708,2009000023806,"010010211001",19,2,5,1,0,,500141923
121351639,1582716,2009000023806,"010010207001",20,1,1,2,10,,500142586
121351644,1582551,2009000023806,"010010207001",19,2,5,1,0,,500144287
121351650,1582635,2009000023806,"010010207001",19,2,5,1,0,,500135885
121351655,1582495,2009000023806,"010010207001",20,1,1,2,10,,500142085
121351656,1582495,2009000023806,"010010207001",19,2,5,1,0,,500142411
121351657,1582879,2009000023806,"010010207001",20,1,1,2,10,,500145836
121353592,1582526,2009000026689,"010010207001",30,1,1,1,0,,500143028
121353599,1578003,2009000026689,"010010205002",30,1,1,1,0,,500133696
121353603,1581513,2009000026689,"010010206001",30,1,1,1,0,,500133469
121354749,1573812,2009000027991,"010010202002",50,1,2,1,0,,500143400
121356656,1588389,2009000030762,"010010208024",66,2,1,2,1,,
121356657,1588389,2009000030762,"010010208024",68,1,1,1,0,,
121356663,1591869,2009000030762,"010010211001",68,1,1,1,0,,
121356666,1584724,2009000030762,"010010208012",66,2,1,2,1,,
121356669,1584548,2009000030762,"010010208012",68,1,1,1,0,,
121356674,1590533,2009000030762,"010010210001",66,2,1,2,1,,
121356675,1590533,2009000030762,"010010210001",68,1,1,1,0,,
121356681,1591963,2009000030762,"010010211001",68,1,1,1,0,,
121356687,1580840,2009000030762,"010010205003",68,1,1,1,0,,
121360062,1588978,2009000035658,"010010209002",42,2,1,1,0,,500141483
121360063,1573846,2009000035658,"010010202002",42,2,1,1,0,,500135490
121360068,1575634,2009000035658,"010010204001",42,2,1,1,0,,500131465
121360073,1579755,2009000035658,"010010205002",42,2,1,1,0,,500144205
121363268,1589173,2009000040825,"010010209002",20,2,1,3,2,,500146751
121363270,1589173,2009000040825,"010010209002",60,1,1,2,1,,500138176
121363277,1592751,2009000040825,"010010211003",20,2,1,3,2,,500110137
121365723,1574105,2009000045184,"010010202002",57,1,2,1,0,,500139884
121365732,1578790,2009000045184,"010010205002",23,2,2,3,2,,
121365733,1578790,2009000045184,"010010205002",18,1,2,4,2,,
121365734,1573716,2009000045184,"010010202002",55,2,2,2,1,,500133999
121365735,1573716,2009000045184,"010010202002",57,1,2,1,0,,500109881
121365767,1592033,2009000045184,"010010211001",57,1,2,1,0,,500148573
121365768,1592033,2009000045184,"010010211001",23,2,2,3,2,,
121365805,1584958,2009000045184,"010010208021",18,1,2,4,2,,
121369890,1586997,2009000051183,"010010208023",33,1,1,1,0,,500143765
121369897,1574267,2009000051183,"010010203001",33,1,1,1,0,,500136330
121369904,1587110,2009000051183,"010010208023",33,1,1,1,0,,500137333
121369908,1587736,2009000051183,"010010208024",33,1,1,1,0,,500137831
121369913,1590029,2009000051183,"010010209004",33,1,1,1,0,,500124392
121369916,1590122,2009000051183,"010010209004",33,1,1,1,0,,500144980
121369927,1587665,2009000051183,"010010208024",33,1,1,1,0,,500135016
121371247,1575975,2009000052566,"010010204002",61,2,2,1,0,,500139392
121373178,1574547,2009000056728,"010010203001",44,1,2,1,0,,500145079
121373179,1574547,2009000056728,"010010203001",43,2,2,2,1,,500138176
121373180,1574547,2009000056728,"010010203001",3,2,2,3,2,450087283,
121373184,1591129,2009000056728,"010010210002",44,1,2,1,0,,500146284
121373185,1591129,2009000056728,"010010210002",43,2,2,2,1,,500143433
121373188,1591654,2009000056728,"010010211001",43,2,2,2,1,,500147091
121373189,1591654,2009000056728,"010010211001",3,2,2,3,2,450076845,
121373191,1591599,2009000056728,"010010211001",43,2,2,2,1,,500110180
121373192,1591599,2009000056728,"010010211001",3,2,2,3,2,450076845,
121373203,1584124,2009000056728,"010010208012",43,2,2,2,1,,500136071
121373205,1590626,2009000056728,"010010210001",44,1,2,1,0,,500140627
121373207,1590626,2009000056728,"010010210001",3,2,2,3,2,450077319,
121373221,1591949,2009000056728,"010010211001",43,2,2,2,1,,500134954
121373247,1590231,2009000056728,"010010209004",44,1,2,1,0,,500141089
121373249,1590231,2009000056728,"010010209004",3,2,2,3,2,450086996,
121373825,1590611,2009000057611,"010010210001",70,2,1,1,0,,
121373827,1590014,2009000057611,"010010209004",70,2,1,1,0,,
121373971,1585062,2009000057747,"010010208021",57,2,1,1,0,,
121373972,1574414,2009000057747,"010010203001",63,1,1,2,1,,500148573
121373979,1590225,2009000057747,"010010209004",57,2,1,1,0,,
121373980,1574430,2009000057747,"010010203001",63,1,1,2,1,,500144719
121375410,1572941,2009000059981,"010010201001",38,2,1,2,5,,500144952
121375411,1572941,2009000059981,"010010201001",18,1,1,3,5,450087280,
121375412,1572941,2009000059981,"010010201001",85,2,1,1,0,,
121375414,1589822,2009000059981,"010010209003",38,2,1,2,5,,500135021
121375416,1589822,2009000059981,"010010209003",85,2,1,1,0,,
121378126,1575997,2009000063868,"010010204002",1,2,1,4,2,,
121378137,1586536,2009000063868,"010010208022",44,1,1,1,0,,500145478
121378140,1586536,2009000063868,"010010208022",12,2,1,5,2,450087282,
121378141,1586536,2009000063868,"010010208022",1,2,1,4,2,,
121378143,1589595,2009000063868,"010010209003",28,2,1,2,1,,
121378158,1584463,2009000063868,"010010208012",28,2,1,2,1,,
121378159,1584463,2009000063868,"010010208012",3,1,1,3,2,,
121378160,1584463,2009000063868,"010010208012",12,2,1,5,2,450087282,
121378165,1574936,2009000063868,"010010203001",12,2,1,5,2,450087282,
121378166,1574936,2009000063868,"010010203001",1,2,1,4,2,,
121378167,1574844,2009000063868,"010010203001",44,1,1,1,0,,500139392
121378169,1574844,2009000063868,"010010203001",3,1,1,3,2,,
121378170,1574844,2009000063868,"010010203001",12,2,1,5,2,450087282,
121378172,1574287,2009000063868,"010010203001",44,1,1,1,0,,500145079
121378174,1574287,2009000063868,"010010203001",3,1,1,3,2,,
121378176,1574287,2009000063868,"010010203001",1,2,1,4,2,,
121378198,1590098,2009000063868,"010010209004",28,2,1,2,1,,
121378200,1590098,2009000063868,"010010209004",12,2,1,5,2,450084529,
121378201,1590098,2009000063868,"010010209004",1,2,1,4,2,,
121378203,1587580,2009000063868,"010010208024",28,2,1,2,1,,
121378205,1587580,2009000063868,"010010208024",12,2,1,5,2,450087282,
121378298,1577974,2009000064335,"010010205002",60,2,1,1,0,,
121378304,1576898,2009000064335,"010010204004",60,2,1,1,0,,
121378309,1577084,2009000064335,"010010204004",60,2,1,1,0,,
121378310,1586356,2009000064335,"010010208022",60,2,1,1,0,,
121378987,1576393,2009000065256,"010010204002",41,1,1,1,0,,500142096
121378988,1576393,2009000065256,"010010204002",41,2,1,2,1,,500144803
121378989,1576393,2009000065256,"010010204002",10,2,1,4,2,450087279,
121378994,1590256,2009000065256,"010010209004",12,1,1,3,2,450084529,
121378996,1590256,2009000065256,"010010209004",41,2,1,2,1,,500146112
121378999,1579277,2009000065256,"010010205002",41,1,1,1,0,,500147605
121379000,1579277,2009000065256,"010010205002",41,2,1,2,1,,500137998
121379001,1579277,2009000065256,"010010205002",10,2,1,4,2,450079463,
121379002,1580137,2009000065256,"010010205002",12,1,1,3,2,450079463,
121379003,1580137,2009000065256,"010010205002",41,1,1,1,0,,500132719
121379014,1574062,2009000065256,"010010202002",12,1,1,3,2,450087282,
121379016,1574062,2009000065256,"010010202002",41,2,1,2,1,,500145777
121379024,1574196,2009000065256,"010010203001",41,2,1,2,1,,500143765
121379026,1591139,2009000065256,"010010210002",12,1,1,3,2,450077319,
121379027,1591139,2009000065256,"010010210002",41,1,1,1,0,,500141868
121379028,1591139,2009000065256,"010010210002",41,2,1,2,1,,500145745
121379029,1591139,2009000065256,"010010210002",10,2,1,4,2,450077319,
121379042,1583511,2009000065256,"010010207002",12,1,1,3,2,450087281,
121379044,1583511,2009000065256,"010010207002",41,2,1,2,1,,500136309
121379045,1583511,2009000065256,"010010207002",10,2,1,4,2,450087279,
121379047,1590069,2009000065256,"010010209004",41,1,1,1,0,,500143765
121379051,1581398,2009000065256,"010010206001",41,1,1,1,0,,500110754
121379064,1591156,2009000065256,"010010210002",41,2,1,2,1,,500147134
121380872,1587472,2009000068011,"010010208023",6,2,1,3,2,450055504,
121380874,1587472,2009000068011,"010010208023",28,2,1,2,1,,
121380884,1572937,2009000068011,"010010201001",6,2,1,3,2,450055504,
121380887,1572937,2009000068011,"010010201001",2,2,1,6,2,,
121380888,1572937,2009000068011,"010010201001",6,2,1,4,2,450055504,
121380890,1586968,2009000068011,"010010208023",6,2,1,3,2,450055504,
121380892,1586968,2009000068011,"010010208023",28,2,1,2,1,,
121380894,1586968,2009000068011,"010010208023",6,2,1,4,2,450055504,
121380900,1586779,2009000068011,"010010208022",6,2,1,4,2,450055504,
121380907,1588265,2009000068011,"010010208024",34,1,1,1,0,,500143279
121380910,1588265,2009000068011,"010010208024",28,2,1,2,1,,
121380911,1588265,2009000068011,"010010208024",2,2,1,6,2,,
121380919,1588049,2009000068011,"010010208024",34,1,1,1,0,,500144862
121380921,1588049,2009000068011,"010010208024",3,2,1,5,2,,
121380922,1588049,2009000068011,"010010208024",28,2,1,2,1,,
121380926,1574644,2009000068011,"010010203001",6,2,1,3,2,450065180,
121380927,1574644,2009000068011,"010010203001",3,2,1,5,2,,
121380929,1574644,2009000068011,"010010203001",2,2,1,6,2,,
121380930,1574644,2009000068011,"010010203001",6,2,1,4,2,450065180,
121380933,1575400,2009000068011,"010010204001",3,2,1,5,2,,
121380934,1575400,2009000068011,"010010204001",28,2,1,2,1,,
121380935,1575400,2009000068011,"010010204001",2,2,1,6,2,,
121380937,1588597,2009000068011,"010010209001",34,1,1,1,0,,500110754
121380938,1588597,2009000068011,"010010209001",6,2,1,3,2,450065180,
121380939,1588597,2009000068011,"010010209001",3,2,1,5,2,,
121380941,1588597,2009000068011,"010010209001",2,2,1,6,2,,
121380942,1588597,2009000068011,"010010209001",6,2,1,4,2,450065180,
121380955,1589332,2009000068011,"010010209002",34,1,1,1,0,,500144803
121380958,1589332,2009000068011,"010010209002",28,2,1,2,1,,
121380959,1589332,2009000068011,"010010209002",2,2,1,6,2,,
121380960,1589332,2009000068011,"010010209002",6,2,1,4,2,450055504,
121380965,1587453,2009000068011,"010010208023",2,2,1,6,2,,
121380966,1587453,2009000068011,"010010208023",6,2,1,4,2,450055504,
121381405,1589423,2009000068759,"010010209002",64,2,1,2,1,,
121381411,1590161,2009000068759,"010010209004",64,2,1,2,1,,
121381412,1590161,2009000068759,"010010209004",60,1,1,1,0,,500138176
121381413,1584178,2009000068759,"010010208012",64,2,1,2,1,,
121381414,1584178,2009000068759,"010010208012",60,1,1,1,0,,500139581
121381416,1588447,2009000068759,"010010209001",60,1,1,1,0,,500140598
121381419,1576828,2009000068759,"010010204003",64,2,1,2,1,,
121381420,1576828,2009000068759,"010010204003",60,1,1,1,0,,500135914
121384605,1589564,2009000073066,"010010209003",72,2,1,1,0,,500145717
121385311,1578335,2009000074378,"010010205002",16,1,1,4,2,450087280,
121385341,1592883,2009000074378,"010010211003",49,1,1,1,0,,500147149
121386740,1579975,2009000076167,"010010205002",13,2,1,2,2,450079463,
121386741,1579975,2009000076167,"010010205002",37,2,1,1,0,,500144216
121386742,1579975,2009000076167,"010010205002",11,1,1,3,2,450079463,
121386746,1590734,2009000076167,"010010210001",13,2,1,2,2,450077319,
121386747,1590734,2009000076167,"010010210001",37,2,1,1,0,,500143433
121386753,1588933,2009000076167,"010010209001",37,2,1,1,0,,500144803
121386761,1574133,2009000076167,"010010203001",13,2,1,2,2,450087281,
121386764,1592224,2009000076167,"010010211001",13,2,1,2,2,450076845,
121386768,1592129,2009000076167,"010010211001",37,2,1,1,0,,500145973
121386769,1592129,2009000076167,"010010211001",11,1,1,3,2,450076845,
121387325,1589719,2009000077447,"010010209003",80,2,1,2,1,,
121387331,1573655,2009000077523,"010010202001",29,2,1,1,0,,500140978
121387336,1578780,2009000077523,"010010205002",31,1,1,2,1,,500140841
121387338,1588752,2009000077523,"010010209001",7,1,1,3,2,450077319,
121387339,1588752,2009000077523,"010010209001",31,1,1,2,1,,500111589
121387343,1582537,2009000077523,"010010207001",29,2,1,1,0,,500143529
121387348,1575837,2009000077523,"010010204002",31,1,1,2,1,,500141490
121387356,1580305,2009000077523,"010010205002",7,1,1,3,2,450079463,
121387847,1582667,2009000077979,"010010207001",25,2,2,1,0,,
121387850,1574270,2009000077979,"010010203001",25,2,2,1,0,,
121387867,1588656,2009000078356,"010010209001",41,2,2,1,0,,500139392
121387869,1573469,2009000078356,"010010202001",41,2,2,1,0,,500134490
121388145,1573074,2009000078902,"010010201002",16,2,1,3,2,450087280,
121388154,1590636,2009000078902,"010010210001",16,2,1,3,2,450077319,
121388155,1590636,2009000078902,"010010210001",47,2,1,2,1,,500145757
121388156,1590636,2009000078902,"010010210001",37,1,1,1,0,,500146882
121388157,1580496,2009000078902,"010010205003",16,2,1,3,2,450087280,
121388159,1580496,2009000078902,"010010205003",37,1,1,1,0,,500139319
121388588,1589122,2009000079695,"010010209002",42,1,1,1,0,,500109835
121388589,1589122,2009000079695,"010010209002",41,2,1,3,10,,500144143
121388594,1587559,2009000079695,"010010208024",42,1,1,1,0,,500139392
121388595,1587559,2009000079695,"010010208024",41,2,1,3,10,,500109247
121388597,1577413,2009000079695,"010010205001",42,1,1,1,0,,500131965
121388600,1587689,2009000079695,"010010208024",42,1,1,1,0,,500144814
121388602,1586866,2009000079695,"010010208022",12,1,1,2,2,450087282,
121388609,1578215,2009000079695,"010010205002",42,1,1,1,0,,500137333
121388610,1578215,2009000079695,"010010205002",41,2,1,3,10,,500139392
121388625,1575890,2009000079695,"010010204002",41,2,1,3,10,,500145987
121388639,1577468,2009000079695,"010010205001",42,1,1,1,0,,500136400
121393227,1589616,2009000086482,"010010209003",15,2,1,4,2,450084530,
121393242,1585091,2009000086482,"010010208021",49,1,1,1,0,,500130695
